Location,Period,Indicator,Gender,Tooltip
Tunisia,2005,New HIV infections (per 1000 uninfected population),Male,0.04
Tunisia,2005,New HIV infections (per 1000 uninfected population),Female,<0.01 
Tunisia,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.01
Tunisia,2000,New HIV infections (per 1000 uninfected population),Male,0.02
Tunisia,2000,New HIV infections (per 1000 uninfected population),Female,<0.01 
Turkey,2019,New HIV infections (per 1000 uninfected population),Both sexes,No data
Turkey,2019,New HIV infections (per 1000 uninfected population),Male,No data
Turkey,2019,New HIV infections (per 1000 uninfected population),Female,No data
Turkey,2015,New HIV infections (per 1000 uninfected population),Both sexes,No data
Turkey,2015,New HIV infections (per 1000 uninfected population),Male,No data
Turkey,2015,New HIV infections (per 1000 uninfected population),Female,No data
Turkey,2010,New HIV infections (per 1000 uninfected population),Both sexes,No data
Turkey,2010,New HIV infections (per 1000 uninfected population),Male,No data
Turkey,2010,New HIV infections (per 1000 uninfected population),Female,No data
Turkey,2005,New HIV infections (per 1000 uninfected population),Both sexes,No data
Turkey,2005,New HIV infections (per 1000 uninfected population),Male,No data
Turkey,2005,New HIV infections (per 1000 uninfected population),Female,No data
Turkey,2000,New HIV infections (per 1000 uninfected population),Both sexes,No data
Turkey,2000,New HIV infections (per 1000 uninfected population),Male,No data
Turkey,2000,New HIV infections (per 1000 uninfected population),Female,No data
Turkmenistan,2019,New HIV infections (per 1000 uninfected population),Both sexes,No data
Turkmenistan,2019,New HIV infections (per 1000 uninfected population),Male,No data
Turkmenistan,2019,New HIV infections (per 1000 uninfected population),Female,No data
Turkmenistan,2015,New HIV infections (per 1000 uninfected population),Both sexes,No data
Turkmenistan,2015,New HIV infections (per 1000 uninfected population),Male,No data
Turkmenistan,2015,New HIV infections (per 1000 uninfected population),Female,No data
Turkmenistan,2010,New HIV infections (per 1000 uninfected population),Both sexes,No data
Turkmenistan,2010,New HIV infections (per 1000 uninfected population),Male,No data
Turkmenistan,2010,New HIV infections (per 1000 uninfected population),Female,No data
Turkmenistan,2005,New HIV infections (per 1000 uninfected population),Both sexes,No data
Turkmenistan,2005,New HIV infections (per 1000 uninfected population),Male,No data
Turkmenistan,2005,New HIV infections (per 1000 uninfected population),Female,No data
Turkmenistan,2000,New HIV infections (per 1000 uninfected population),Both sexes,No data
Turkmenistan,2000,New HIV infections (per 1000 uninfected population),Male,No data
Turkmenistan,2000,New HIV infections (per 1000 uninfected population),Female,No data
Uganda,2019,New HIV infections (per 1000 uninfected population),Both sexes,1.38
Uganda,2019,New HIV infections (per 1000 uninfected population),Male,1.19
Uganda,2019,New HIV infections (per 1000 uninfected population),Female,1.57
Uganda,2015,New HIV infections (per 1000 uninfected population),Both sexes,2.02
Uganda,2015,New HIV infections (per 1000 uninfected population),Male,1.75
Uganda,2015,New HIV infections (per 1000 uninfected population),Female,2.28
Uganda,2010,New HIV infections (per 1000 uninfected population),Both sexes,3.35
Uganda,2010,New HIV infections (per 1000 uninfected population),Male,2.97
Uganda,2010,New HIV infections (per 1000 uninfected population),Female,3.72
Uganda,2005,New HIV infections (per 1000 uninfected population),Both sexes,4.02
Uganda,2005,New HIV infections (per 1000 uninfected population),Male,3.64
Uganda,2005,New HIV infections (per 1000 uninfected population),Female,4.4
Uganda,2000,New HIV infections (per 1000 uninfected population),Both sexes,4.7
Uganda,2000,New HIV infections (per 1000 uninfected population),Male,4.27
Uganda,2000,New HIV infections (per 1000 uninfected population),Female,5.11
Ukraine,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.28
Ukraine,2019,New HIV infections (per 1000 uninfected population),Male,0.38
Ukraine,2019,New HIV infections (per 1000 uninfected population),Female,0.2
Ukraine,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.3
Ukraine,2015,New HIV infections (per 1000 uninfected population),Male,0.38
Ukraine,2015,New HIV infections (per 1000 uninfected population),Female,0.24
Ukraine,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.31
Ukraine,2010,New HIV infections (per 1000 uninfected population),Male,0.39
Ukraine,2010,New HIV infections (per 1000 uninfected population),Female,0.25
Ukraine,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.46
Ukraine,2005,New HIV infections (per 1000 uninfected population),Male,0.6
Ukraine,2005,New HIV infections (per 1000 uninfected population),Female,0.35
Ukraine,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.62
Ukraine,2000,New HIV infections (per 1000 uninfected population),Male,0.84
Ukraine,2000,New HIV infections (per 1000 uninfected population),Female,0.43
United Arab Emirates,2019,New HIV infections (per 1000 uninfected population),Both sexes,No data
United Arab Emirates,2019,New HIV infections (per 1000 uninfected population),Male,No data
United Arab Emirates,2019,New HIV infections (per 1000 uninfected population),Female,No data
United Arab Emirates,2015,New HIV infections (per 1000 uninfected population),Both sexes,No data
United Arab Emirates,2015,New HIV infections (per 1000 uninfected population),Male,No data
United Arab Emirates,2015,New HIV infections (per 1000 uninfected population),Female,No data
United Arab Emirates,2010,New HIV infections (per 1000 uninfected population),Both sexes,No data
United Arab Emirates,2010,New HIV infections (per 1000 uninfected population),Male,No data
United Arab Emirates,2010,New HIV infections (per 1000 uninfected population),Female,No data
United Arab Emirates,2005,New HIV infections (per 1000 uninfected population),Both sexes,No data
United Arab Emirates,2005,New HIV infections (per 1000 uninfected population),Male,No data
United Arab Emirates,2005,New HIV infections (per 1000 uninfected population),Female,No data
United Arab Emirates,2000,New HIV infections (per 1000 uninfected population),Both sexes,No data
United Arab Emirates,2000,New HIV infections (per 1000 uninfected population),Male,No data
United Arab Emirates,2000,New HIV infections (per 1000 uninfected population),Female,No data
United Kingdom of Great Britain and Northern Ireland,2019,New HIV infections (per 1000 uninfected population),Both sexes,No data
United Kingdom of Great Britain and Northern Ireland,2019,New HIV infections (per 1000 uninfected population),Male,No data
United Kingdom of Great Britain and Northern Ireland,2019,New HIV infections (per 1000 uninfected population),Female,No data
United Kingdom of Great Britain and Northern Ireland,2015,New HIV infections (per 1000 uninfected population),Both sexes,No data
United Kingdom of Great Britain and Northern Ireland,2015,New HIV infections (per 1000 uninfected population),Male,No data
United Kingdom of Great Britain and Northern Ireland,2015,New HIV infections (per 1000 uninfected population),Female,No data
United Kingdom of Great Britain and Northern Ireland,2010,New HIV infections (per 1000 uninfected population),Both sexes,No data
United Kingdom of Great Britain and Northern Ireland,2010,New HIV infections (per 1000 uninfected population),Male,No data
United Kingdom of Great Britain and Northern Ireland,2010,New HIV infections (per 1000 uninfected population),Female,No data
United Kingdom of Great Britain and Northern Ireland,2005,New HIV infections (per 1000 uninfected population),Both sexes,No data
United Kingdom of Great Britain and Northern Ireland,2005,New HIV infections (per 1000 uninfected population),Male,No data
United Kingdom of Great Britain and Northern Ireland,2005,New HIV infections (per 1000 uninfected population),Female,No data
United Kingdom of Great Britain and Northern Ireland,2000,New HIV infections (per 1000 uninfected population),Both sexes,No data
United Kingdom of Great Britain and Northern Ireland,2000,New HIV infections (per 1000 uninfected population),Male,No data
United Kingdom of Great Britain and Northern Ireland,2000,New HIV infections (per 1000 uninfected population),Female,No data
United Republic of Tanzania,2019,New HIV infections (per 1000 uninfected population),Both sexes,1.46
United Republic of Tanzania,2019,New HIV infections (per 1000 uninfected population),Male,1.25
United Republic of Tanzania,2019,New HIV infections (per 1000 uninfected population),Female,1.67
United Republic of Tanzania,2015,New HIV infections (per 1000 uninfected population),Both sexes,1.91
United Republic of Tanzania,2015,New HIV infections (per 1000 uninfected population),Male,1.64
United Republic of Tanzania,2015,New HIV infections (per 1000 uninfected population),Female,2.19
United Republic of Tanzania,2010,New HIV infections (per 1000 uninfected population),Both sexes,2.35
United Republic of Tanzania,2010,New HIV infections (per 1000 uninfected population),Male,2.03
United Republic of Tanzania,2010,New HIV infections (per 1000 uninfected population),Female,2.67
United Republic of Tanzania,2005,New HIV infections (per 1000 uninfected population),Both sexes,3.07
United Republic of Tanzania,2005,New HIV infections (per 1000 uninfected population),Male,2.71
United Republic of Tanzania,2005,New HIV infections (per 1000 uninfected population),Female,3.44
United Republic of Tanzania,2000,New HIV infections (per 1000 uninfected population),Both sexes,3.91
United Republic of Tanzania,2000,New HIV infections (per 1000 uninfected population),Male,3.44
United Republic of Tanzania,2000,New HIV infections (per 1000 uninfected population),Female,4.39
United States of America,2019,New HIV infections (per 1000 uninfected population),Both sexes,No data
United States of America,2019,New HIV infections (per 1000 uninfected population),Male,No data
United States of America,2019,New HIV infections (per 1000 uninfected population),Female,No data
United States of America,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.12
United States of America,2015,New HIV infections (per 1000 uninfected population),Male,0.21
United States of America,2015,New HIV infections (per 1000 uninfected population),Female,0.05
United States of America,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.14
United States of America,2010,New HIV infections (per 1000 uninfected population),Male,0.22
United States of America,2010,New HIV infections (per 1000 uninfected population),Female,0.06
United States of America,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.14
United States of America,2005,New HIV infections (per 1000 uninfected population),Male,0.23
United States of America,2005,New HIV infections (per 1000 uninfected population),Female,0.06
United States of America,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.14
United States of America,2000,New HIV infections (per 1000 uninfected population),Male,0.22
United States of America,2000,New HIV infections (per 1000 uninfected population),Female,0.06
Uruguay,2019,New HIV infections (per 1000 uninfected population),Both sexes,No data
Uruguay,2019,New HIV infections (per 1000 uninfected population),Male,No data
Uruguay,2019,New HIV infections (per 1000 uninfected population),Female,No data
Uruguay,2015,New HIV infections (per 1000 uninfected population),Both sexes,No data
Uruguay,2015,New HIV infections (per 1000 uninfected population),Male,No data
Uruguay,2015,New HIV infections (per 1000 uninfected population),Female,No data
Uruguay,2010,New HIV infections (per 1000 uninfected population),Both sexes,No data
Uruguay,2010,New HIV infections (per 1000 uninfected population),Male,No data
Uruguay,2010,New HIV infections (per 1000 uninfected population),Female,No data
Uruguay,2005,New HIV infections (per 1000 uninfected population),Both sexes,No data
Uruguay,2005,New HIV infections (per 1000 uninfected population),Male,No data
Uruguay,2005,New HIV infections (per 1000 uninfected population),Female,No data
Uruguay,2000,New HIV infections (per 1000 uninfected population),Both sexes,No data
Uruguay,2000,New HIV infections (per 1000 uninfected population),Male,No data
Uruguay,2000,New HIV infections (per 1000 uninfected population),Female,No data
Uzbekistan,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.13
Uzbekistan,2019,New HIV infections (per 1000 uninfected population),Male,0.17
Uzbekistan,2019,New HIV infections (per 1000 uninfected population),Female,0.1
